Station_ID,Station_Name,PS_Code,Department_Code,Type,Longitude,Latitude
107.0,"Police Outpost, Yallamanagudda",,107,Police Outpost - Karnataka,75.1327620004657,15.7657649998639
108.0,"Police Outpost, Naveeluteerth Dam",,108,Police Outpost - Karnataka,75.106889999965,15.8159610002025
109.0,"Police Outpost, Hebballi",,109,Police Outpost - Karnataka,75.1313060001471,15.4866939999427
11.0,"Police Outpost, Dattatreya Temple  Hulluchatra",,11,Police Outpost - Karnataka,77.5746466298859,12.9991048101212
110.0,"Police Outpost, Bhandiwad",,110,Police Outpost - Karnataka,75.2658059996094,15.3576940003701
111.0,"Police Outpost, Misrikoti",,111,Police Outpost - Karnataka,75.0565280000227,15.2536110003028
112.0,"Police Outpost, Morab",,112,Police Outpost - Karnataka,75.1612780000011,15.5807219997608
113.0,"Police Outpost, Binkadakatti Jeevan Raksha",,113,Police Outpost - Karnataka,75.5811559997896,15.4221340000295
114.0,"Police Outpost, Dambal Village",,114,Police Outpost - Karnataka,75.7753611112541,15.2941111109811
115.0,"Police Outpost, Konnur",,115,Police Outpost - Karnataka,75.3843479995682,15.7194160002025
116.0,"Police Outpost, Hirehal",,116,Police Outpost - Karnataka,75.7647222216983,15.797499999994
117.0,"Police Outpost, Hoealr",,117,Police Outpost - Karnataka,75.6497222215778,15.8244444432052
118.0,"Police Outpost, Tidagundi",,118,Police Outpost - Karnataka,75.754591999568,16.9791420003905
119.0,"Police Outpost, Gunadal",,119,Police Outpost - Karnataka,75.4948359999048,16.5366440000447
12.0,"Police Outpost, Bowring Hospital",,12,Police Outpost - Karnataka,77.6254558328565,12.9749077788324
120.0,"Police Outpost, Mamadapur, Basavan Bagewadi Circle",,120,Police Outpost - Karnataka,75.59561099955,16.5355760001286
122.0,"Police Outpost, Agarkhed",,122,Police Outpost - Karnataka,76.0271719998185,17.304109700439
123.0,"Police Outpost, Moratagi",,123,Police Outpost - Karnataka,76.4173889997363,17.0044009999472
124.0,"Police Outpost, Korawar",,124,Police Outpost - Karnataka,76.2140410001415,16.7503090000907
125.0,"Police Outpost, Yalawar",,125,Police Outpost - Karnataka,76.7509659995315,16.8854009996857
126.0,"Police Outpost, Nalatwad  Circle",,126,Police Outpost - Karnataka,76.2922100002959,16.2488210000434
127.0,"Police Outpost, Banavara",,127,Police Outpost - Karnataka,76.1643419998145,13.4087050003178
128.0,"Police Outpost, Gandasi",,128,Police Outpost - Karnataka,76.3052040004471,13.1577920000689
129.0,"Police Outpost, Halebeedu",,129,Police Outpost - Karnataka,75.9922100001543,13.1286789995595
13.0,"Police Outpost, Yelahanka",,13,Police Outpost - Karnataka,77.5970329999878,13.0988799999525
130.0,"Police Outpost, Goruru",,130,Police Outpost - Karnataka,76.0751630000155,12.8882689998303
131.0,"Police Outpost, Alur",,131,Police Outpost - Karnataka,75.8573839998027,12.7773270003867
132.0,"Police Outpost, Thalacauvery  Karike",,132,Police Outpost - Karnataka,75.492854099556,12.3862850003714
133.0,"Police Outpost, Madikeri",,133,Police Outpost - Karnataka,75.4227330000345,12.4402049998318
134.0,"Police Outpost, Rural, Madikeri Town",,134,Police Outpost - Karnataka,75.7507414996898,12.3142213001403
135.0,"Police Outpost, Bhagamandala",,135,Police Outpost - Karnataka,75.5654619995887,12.4936962001305
136.0,"Police Outpost, Suntikoppa",,136,Police Outpost - Karnataka,75.8289000016518,12.4524999999229
137.0,"Police Outpost, Pollibeta",,137,Police Outpost - Karnataka,75.9146239995547,12.2391059998187
138.0,"Police Outpost, Chenyanakote",,138,Police Outpost - Karnataka,75.933727999973,12.2729959996693
14.0,"Police Outpost, Upparpet Traffic, Majestic Bus Stand",,14,Police Outpost - Karnataka,77.5736500000652,12.9773430001644
140.0,"Police Outpost, Kodlipet",,140,Police Outpost - Karnataka,75.5322929999973,12.474799999884
142.0,"Police Outpost, Thithimathi",,142,Police Outpost - Karnataka,76.0052569997291,12.2278790000745
143.0,"Police Outpost, Balele",,143,Police Outpost - Karnataka,76.0564729996175,12.140438999803
144.0,"Police Outpost, Hudikeri",,144,Police Outpost - Karnataka,75.9544099997296,12.0857619998449
145.0,"Police Outpost, Birunani",,145,Police Outpost - Karnataka,75.876269000385,12.0179610003427
146.0,"Police Outpost, Hampapura",,146,Police Outpost - Karnataka,76.478491666882,12.1216805558721
147.0,"Police Outpost, Chuchanakatte",,147,Police Outpost - Karnataka,76.2938944439755,12.5034472222166
148.0,"Police Outpost, Bherya",,148,Police Outpost - Karnataka,76.3496361110651,12.5887194438303
149.0,"Police Outpost, Kadakola",,149,Police Outpost - Karnataka,76.6659166667325,12.1934500002661
15.0,"Police Outpost, Jayanagar Traffic, J.P.Nagar",,15,Police Outpost - Karnataka,77.5876499997462,12.9118799995949
150.0,"Police Outpost, Somanatapura",,150,Police Outpost - Karnataka,76.8830277783822,12.2775694442912
151.0,"Police Outpost, Farangipete",,151,Police Outpost - Karnataka,77.001666667385,12.0350000001662
152.0,"Police Outpost, Kalladka",,152,Police Outpost - Karnataka,75.0713000003143,12.8461999998133
153.0,"Police Outpost, Nelyady",,153,Police Outpost - Karnataka,75.4050649996035,12.838049000363
154.0,"Police Outpost, Kallugundi",,154,Police Outpost - Karnataka,75.5337529998226,12.5027549999338
155.0,"Police Outpost, Gersoppa",,155,Police Outpost - Karnataka,74.656338799666,14.243299699926
156.0,"Police Outpost, Katgal, Kumta",,156,Police Outpost - Karnataka,74.4922882996882,14.4828099995572
157.0,"Police Outpost, Baghvati",,157,Police Outpost - Karnataka,74.7570209998399,15.1593799995519
158.0,"Police Outpost, Belekeri",,158,Police Outpost - Karnataka,74.2668309997565,14.708112999847
159.0,"Police Outpost, Traffic Aid, Jaddigadde",,159,Police Outpost - Karnataka,74.2117200004426,14.7642069995882
16.0,"Police Outpost, Nandi Hils",,16,Police Outpost - Karnataka,77.6839970002084,13.3689480003932
160.0,"Police Outpost, Malagi",,160,Police Outpost - Karnataka,75.008303999887,14.747127000286
161.0,"Police Outpost, Bilagi",,161,Police Outpost - Karnataka,74.474019999681,14.2139810004331
163.0,"Police Outpost, Sri. Marikamba Temple, Sirsi",,163,Police Outpost - Karnataka,74.8401569998361,14.6128870002832
164.0,"Police Outpost, APMC",,164,Police Outpost - Karnataka,74.7176591999565,14.9584727998739
165.0,"Police Outpost, BR Project",,165,Police Outpost - Karnataka,75.6355599996872,13.7175909998467
166.0,"Police Outpost, Ayanur",,166,Police Outpost - Karnataka,75.4377100004014,14.0093299998508
167.0,"Police Outpost, Jade Chandragutti",,167,Police Outpost - Karnataka,74.9550320004153,14.4313919998698
168.0,"Police Outpost, Kamanavalli",,168,Police Outpost - Karnataka,75.0510570002812,14.5744620001788
169.0,"Police Outpost, Kamanavalli",,169,Police Outpost - Karnataka,75.2074190000375,14.5503500002018
17.0,"Police Outpost, Vidurashwatha",,17,Police Outpost - Karnataka,77.5008409996939,13.6698830003021
170.0,"Police Outpost, Linganamakki",,170,Police Outpost - Karnataka,74.8311000003578,14.1725779996466
171.0,"Police Outpost, Bakod",,171,Police Outpost - Karnataka,74.8518259997538,14.0336540003927
172.0,"Police Outpost, Aralagodu",,172,Police Outpost - Karnataka,74.8181309998341,14.1429250002226
173.0,"Police Outpost, Mastikatte",,173,Police Outpost - Karnataka,75.02479900027,13.7394080004189
174.0,"Police Outpost, Anandapura",,174,Police Outpost - Karnataka,75.2134080002515,14.0821850001104
175.0,"Police Outpost, Humcha",,175,Police Outpost - Karnataka,75.2059169998103,13.8614689998982
176.0,"Police Outpost, Konandur",,176,Police Outpost - Karnataka,75.2471100000548,13.806909000107
177.0,"Police Outpost, Mugalkhod, Bagalkote",,177,Police Outpost - Karnataka,75.207708889134,16.3775119495761
178.0,"Police Outpost, CR Nagar",,178,Police Outpost - Karnataka,77.2351649990061,12.2672050060923
179.0,"Police Outpost, Bhandival",,179,Police Outpost - Karnataka,74.4916988881795,14.4822238938122
18.0,"Police Outpost, Thondebavi",,18,Police Outpost - Karnataka,77.5151960004281,13.5030429999746
180.0,"Police Outpost, Amadalli",,180,Police Outpost - Karnataka,74.2224038892876,14.7629111120703
181.0,"Police Outpost, Honnavar",,181,Police Outpost - Karnataka,74.4508138883266,14.2818988914223
182.0,"Police Outpost, Harappanahalli Taluk",,182,Police Outpost - Karnataka,75.8079011120995,14.5188388906028
19.0,"Police Outpost, Peresandra",,19,Police Outpost - Karnataka,77.7843179998288,13.5890709999732
2.0,"Police Outpost, Gym and Model",,2,Police Outpost - Karnataka,74.5029000001484,15.6319210002388
20.0,"Police Outpost, Guluru",,20,Police Outpost - Karnataka,77.836398999716,13.8423010000732
21.0,"Police Outpost, Kaiwara",,21,Police Outpost - Karnataka,77.9860140003814,13.3480840000495
22.0,"Police Outpost, Jangamakote",,22,Police Outpost - Karnataka,77.8468530000318,13.2618600001107
23.0,"Police Outpost, Budikote",,23,Police Outpost - Karnataka,78.1309410000452,12.9065460000963
24.0,"Police Outpost, Oorgaum",,24,Police Outpost - Karnataka,78.2610609997232,12.9749639996768
25.0,"Police Outpost, Sugatoor",,25,Police Outpost - Karnataka,78.1064029999948,13.190389000439
26.0,"Police Outpost, Narasapura",,26,Police Outpost - Karnataka,78.0021203004239,13.1392871995869
27.0,"Police Outpost, DAR Quarters",,27,Police Outpost - Karnataka,78.1347540002371,13.1402400001241
28.0,"Police Outpost, Civil Quarters",,28,Police Outpost - Karnataka,78.130636000036,13.1456380000487
29.0,"Police Outpost, Lakkur",,29,Police Outpost - Karnataka,77.8867030003325,12.930696999627
3.0,"Police Outpost, Bagewadi",,3,Police Outpost - Karnataka,74.5679500002802,15.8163379999915
30.0,"Police Outpost, Tekal",,30,Police Outpost - Karnataka,78.0735089996465,12.9828809999542
31.0,"Police Outpost, Tailur",,31,Police Outpost - Karnataka,78.4254420001843,13.0581989997456
32.0,"Police Outpost, Traffic Aid Mulbagal",,32,Police Outpost - Karnataka,78.3995755997442,13.1694944003377
33.0,"Police Outpost, Gudipalli",,33,Police Outpost - Karnataka,78.4591990002375,13.2744949996412
34.0,"Police Outpost, Yeldur",,34,Police Outpost - Karnataka,78.2959280004489,13.2838980000879
35.0,"Police Outpost, Solur",,35,Police Outpost - Karnataka,77.2438999999464,13.0684519997763
36.0,"Police Outpost, Handankere",,36,Police Outpost - Karnataka,76.4472710004178,13.5034030000526
37.0,"Police Outpost, Kodigadala",,37,Police Outpost - Karnataka,77.3082099996161,13.6132400004552
38.0,"Police Outpost, Holavanahalli",,38,Police Outpost - Karnataka,77.300952999792,13.5290787997489
4.0,"Police Outpost, Marihal",,4,Police Outpost - Karnataka,74.6135280000548,15.8670600004402
40.0,"Police Outpost, Mayasandra",,40,Police Outpost - Karnataka,76.7560000001765,13.0779999999108
41.0,"Police Outpost, Urdigere",,41,Police Outpost - Karnataka,77.2311649998511,13.3440810004469
42.0,"Police Outpost, Honnudike",,42,Police Outpost - Karnataka,77.1291009998722,13.2105380001316
43.0,"Police Outpost, Nelahal",,43,Police Outpost - Karnataka,76.9999999666838,13.5000002002659
44.0,"Police Outpost, Hagalavadi",,44,Police Outpost - Karnataka,76.7602999996794,13.5039000003941
45.0,"Police Outpost, Kadaba",,45,Police Outpost - Karnataka,76.8608166580597,13.2420444434831
46.0,"Police Outpost, HD Pura",,46,Police Outpost - Karnataka,76.3282700001106,14.0340939999722
47.0,"Police Outpost, Ramagiri",,47,Police Outpost - Karnataka,76.1223349999207,13.9541070003517
48.0,"Police Outpost, J G Hally",,48,Police Outpost - Karnataka,76.7457846995627,13.8383899001773
49.0,"Police Outpost, Janakal",,49,Police Outpost - Karnataka,76.3156759995423,13.9082539997702
50.0,"Police Outpost, Tyavanige",,50,Police Outpost - Karnataka,75.8205250002394,14.19875100004
51.0,"Police Outpost, Tavarekere",,51,Police Outpost - Karnataka,75.9614380000994,13.8556810002296
52.0,"Police Outpost, Nallur",,52,Police Outpost - Karnataka,75.8766666699925,14.0913888897318
53.0,"Police Outpost, Anaji",,53,Police Outpost - Karnataka,76.0783660000444,14.4824200004444
54.0,"Police Outpost, Kulumbi",,54,Police Outpost - Karnataka,75.7962089997147,14.2989020001398
55.0,"Police Outpost, Chelur",,55,Police Outpost - Karnataka,75.6792120002083,14.1051709999752
56.0,"Police Outpost, Savalanga",,56,Police Outpost - Karnataka,75.5265750002942,14.1017130000394
57.0,"Police Outpost, Halavagilu",,57,Police Outpost - Karnataka,75.8906259998933,14.6537770002734
58.0,"Police Outpost, Ujjappavadera",,58,Police Outpost - Karnataka,76.0596779999377,14.6332059996912
59.0,"Police Outpost, Gadimhankunte",,59,Police Outpost - Karnataka,76.2990619997717,14.6726230003982
6.0,"Police Outpost, L.H. Vidhana Soudha",,6,Police Outpost - Karnataka,77.5888858023174,12.9842559458422
60.0,"Police Outpost, Ganeshpet, Hubli Town",,60,Police Outpost - Karnataka,75.1456250000793,15.3463430000465
61.0,"Police Outpost, Shivaji Chowk, Hubli Town",,61,Police Outpost - Karnataka,75.1428909995452,15.3457259995838
62.0,"Police Outpost, Hubli Town (Forest Chowk)",,62,Police Outpost - Karnataka,75.145692999606,15.3524299996793
63.0,"Police Outpost, M G Market, Hubli Town",,63,Police Outpost - Karnataka,75.1428600000354,15.342572000149
64.0,"Police Outpost, Ghantikeri",,64,Police Outpost - Karnataka,75.1444280001363,15.3408830003354
65.0,"Police Outpost, Sadar Sofa, Old Hubli",,65,Police Outpost - Karnataka,75.1350359995596,15.3371150000155
66.0,"Police Outpost, Durgadbail, Old Hubli",,66,Police Outpost - Karnataka,75.1315039999792,15.3369410002967
67.0,"Police Outpost, Nittur",,67,Police Outpost - Karnataka,77.3510540003933,18.0995850003813
68.0,"Police Outpost, Rajeshwar",,68,Police Outpost - Karnataka,77.0402939996562,17.794064999949
7.0,"Police Outpost, City Civil Court",,7,Police Outpost - Karnataka,77.5836130002813,12.9728450001601
71.0,"Police Outpost, Chimmanchod",,71,Police Outpost - Karnataka,77.2958239003322,17.5227732004098
72.0,"Police Outpost, Yanagundi",,72,Police Outpost - Karnataka,77.1611333214057,17.1953833216839
73.0,"Police Outpost, Kodla, Sedam",,73,Police Outpost - Karnataka,77.2525600001985,17.0376600003743
74.0,"Police Outpost, Anand Hotel",,74,Police Outpost - Karnataka,76.8279609995325,17.3291639997607
75.0,"Police Outpost, Station Bazar, Kalaburagi",,75,Police Outpost - Karnataka,76.8263670000151,17.3174180004377
76.0,"Police Outpost, Ijeri",,76,Police Outpost - Karnataka,76.6992873001453,16.9104259000513
77.0,"Police Outpost, Hagaragundagi",,77,Police Outpost - Karnataka,76.7423623003405,17.1638953001404
78.0,"Police Outpost, Basaveshwer Hospital",,78,Police Outpost - Karnataka,76.8530999996479,17.3268899997695
79.0,"Police Outpost, Wadi",,79,Police Outpost - Karnataka,76.9815722218921,17.0624888894517
8.0,"Police Outpost, Vasanthnagara Chowki",,8,Police Outpost - Karnataka,77.5927356756342,12.9924318008119
80.0,"Police Outpost, Vanadurga",,80,Police Outpost - Karnataka,76.6899999998054,16.6299999996933
81.0,"Police Outpost, Kadechur",,81,Police Outpost - Karnataka,77.328678000121,16.8173419998856
82.0,"Police Outpost, Sagar",,82,Police Outpost - Karnataka,76.4800000003542,16.3726000001031
83.0,"Police Outpost, Bendebembali",,83,Police Outpost - Karnataka,77.1676970001034,16.4801499999411
84.0,"Police Outpost, Yargol",,84,Police Outpost - Karnataka,77.0667570003309,16.9044150004232
85.0,"Police Outpost, Kulageri",,85,Police Outpost - Karnataka,75.5123500000008,15.9114000001031
86.0,"Police Outpost, Bevoor",,86,Police Outpost - Karnataka,75.9140199995489,16.2196190001242
87.0,"Police Outpost, Vidyagiri, Bagalkot Town Circle",,87,Police Outpost - Karnataka,75.6585499998887,16.1818000000621
89.0,"Police Outpost, Kudal Sangam Circle",,89,Police Outpost - Karnataka,76.0599173996157,16.204788900034
9.0,"Police Outpost, Madhavanagara Chowki",,9,Police Outpost - Karnataka,77.5769080927862,12.9837094873824
90.0,"Police Outpost, Gudur Sc Village",,90,Police Outpost - Karnataka,75.9167140004351,15.9393229998689
92.0,"Police Outpost, Rabakavi",,92,Police Outpost - Karnataka,75.1110799996322,16.4775900002344
93.0,"Police Outpost, Galagali",,93,Police Outpost - Karnataka,75.4370699996513,16.4186799997306
94.0,"Police Outpost, Satti",,94,Police Outpost - Karnataka,75.0873955996221,16.5716038001911
95.0,"Police Outpost, Kallutti",,95,Police Outpost - Karnataka,75.043859999628,16.8583299996019
96.0,"Police Outpost, Mugalkhod",,96,Police Outpost - Karnataka,75.1953899997623,16.3871199996792
97.0,"Police Outpost, Sampagoan",,97,Police Outpost - Karnataka,74.761325999671,15.7961010001005
98.0,"Police Outpost, M K Hubballi",,98,Police Outpost - Karnataka,74.7614445996449,15.7949867999249
99.0,"Police Outpost, Kabbur",,99,Police Outpost - Karnataka,74.5756610004549,16.4243420003553
1.0,Bangalore City Railway PS,RWP - 01,169740241,Railway Police - Karnataka,77.569171999661,12.9771270000087
2.0,Bangalore Rural Railway PS,RWP - 02,169740242,Railway Police - Karnataka,77.5695099998844,12.9794109996888
3.0,Bangalore Contonment Railway PS,RWP - 03,169740245,Railway Police - Karnataka,77.5978789997818,12.9937459998746
4.0,Bangarpet Railway PS,RWP - 04,169740246,Railway Police - Karnataka,78.1787550002252,12.9848739998916
5.0,Byappanahalli Railway PS,RWP - 05,169740247,Railway Police - Karnataka,77.6435709998957,12.9916090002948
16.0,Hubli Railway PS,RWP - 16,169740248,Railway Police - Karnataka,75.1491109998734,15.3499949996864
17.0,Belgaum Railway PS,RWP - 17,169740287,Railway Police - Karnataka,74.5088440001025,15.8489010000455
8.0,Mysore Railway PS,RWP - 08,169740678,Railway Police - Karnataka,76.6450560003776,12.3157869999178
9.0,Arasikere Railway PS,RWP - 09,169740782,Railway Police - Karnataka,76.2533650004565,13.3135649996608
13.0,Wadi Railway PS,RWP - 13,169740798,Railway Police - Karnataka,76.9916209999564,17.0517599998208
14.0,BidarRailway PS,RWP - 14,169740956,Railway Police - Karnataka,77.5151160004068,17.9117830002994
12.0,Raichur Railway PS,RWP - 12,169741034,Railway Police - Karnataka,77.3393159996131,16.1932680002101
11.0,Bellary Railway PS,RWP - 11,169741075,Railway Police - Karnataka,76.8949699998941,15.1506269997157
10.0,Shimoga Railway PS,RWP - 10,169741279,Railway Police - Karnataka,75.5840539998002,13.9434079998543
7.0,Mangalore Railway PS,RWP - 07,169741282,Railway Police - Karnataka,74.8794940003058,12.8665450004427
6.0,Davanagere Railway PS,RWP - 06,169741286,Railway Police - Karnataka,75.9195940002335,14.4679910004426
15.0,Bijapur Railway PS,RWP - 15,169741290,Railway Police - Karnataka,75.7395120004607,16.8299789998331
18.0,Gadag Railway PS,RWP - 18,169741291,Railway Police - Karnataka,75.6453497850799,15.4368530634576
