State,District,Year,Crime_Category,Crime_Category_Code,Total_Cases
Karnataka,Uttara Kannada,2021,Juvenile_IPC_Crimes,Juvenile_IPC,8
Karnataka,Vijayapura,2021,Juvenile_IPC_Crimes,Juvenile_IPC,20
Karnataka,Yadgir,2021,Juvenile_IPC_Crimes,Juvenile_IPC,11
Karnataka,Bagalkot,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Ballari,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Belagavi,2022,Juvenile_IPC_Crimes,Juvenile_IPC,6
Karnataka,Bengaluru Rural,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Bengaluru Urban,2022,Juvenile_IPC_Crimes,Juvenile_IPC,168
Karnataka,Bidar,2022,Juvenile_IPC_Crimes,Juvenile_IPC,9
Karnataka,Chamarajanagara,2022,Juvenile_IPC_Crimes,Juvenile_IPC,10
Karnataka,Chikkaballapura,2022,Juvenile_IPC_Crimes,Juvenile_IPC,7
Karnataka,Chikkamagaluru,2022,Juvenile_IPC_Crimes,Juvenile_IPC,2
Karnataka,Chitradurga,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Dakshina Kannada,2022,Juvenile_IPC_Crimes,Juvenile_IPC,5
Karnataka,Davanagere,2022,Juvenile_IPC_Crimes,Juvenile_IPC,3
Karnataka,Dharwad,2022,Juvenile_IPC_Crimes,Juvenile_IPC,18
Karnataka,Gadag,2022,Juvenile_IPC_Crimes,Juvenile_IPC,4
Karnataka,Hassan,2022,Juvenile_IPC_Crimes,Juvenile_IPC,9
Karnataka,Haveri,2022,Juvenile_IPC_Crimes,Juvenile_IPC,12
Karnataka,Kalaburagi,2022,Juvenile_IPC_Crimes,Juvenile_IPC,17
Karnataka,Kodagu,2022,Juvenile_IPC_Crimes,Juvenile_IPC,8
Karnataka,Kolar,2022,Juvenile_IPC_Crimes,Juvenile_IPC,18
Karnataka,Koppal,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Mandya,2022,Juvenile_IPC_Crimes,Juvenile_IPC,28
Karnataka,Mysuru,2022,Juvenile_IPC_Crimes,Juvenile_IPC,20
Karnataka,Raichur,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Ramanagara,2022,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Shivamogga,2022,Juvenile_IPC_Crimes,Juvenile_IPC,22
Karnataka,Tumakuru,2022,Juvenile_IPC_Crimes,Juvenile_IPC,26
Karnataka,Udupi,2022,Juvenile_IPC_Crimes,Juvenile_IPC,5
Karnataka,Uttara Kannada,2022,Juvenile_IPC_Crimes,Juvenile_IPC,15
Karnataka,Vijayanagara,2022,Juvenile_IPC_Crimes,Juvenile_IPC,4
Karnataka,Vijayapura,2022,Juvenile_IPC_Crimes,Juvenile_IPC,39
Karnataka,Yadgir,2022,Juvenile_IPC_Crimes,Juvenile_IPC,14
Karnataka,Bagalkot,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Ballari,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Belagavi,2023,Juvenile_IPC_Crimes,Juvenile_IPC,9
Karnataka,Bengaluru Rural,2023,Juvenile_IPC_Crimes,Juvenile_IPC,50
Karnataka,Bengaluru Urban,2023,Juvenile_IPC_Crimes,Juvenile_IPC,372
Karnataka,Bidar,2023,Juvenile_IPC_Crimes,Juvenile_IPC,26
Karnataka,Chamarajanagara,2023,Juvenile_IPC_Crimes,Juvenile_IPC,7
Karnataka,Chikkaballapura,2023,Juvenile_IPC_Crimes,Juvenile_IPC,5
Karnataka,Chikkamagaluru,2023,Juvenile_IPC_Crimes,Juvenile_IPC,22
Karnataka,Chitradurga,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Dakshina Kannada,2023,Juvenile_IPC_Crimes,Juvenile_IPC,13
Karnataka,Davanagere,2023,Juvenile_IPC_Crimes,Juvenile_IPC,3
Karnataka,Dharwad,2023,Juvenile_IPC_Crimes,Juvenile_IPC,2
Karnataka,Gadag,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Hassan,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Haveri,2023,Juvenile_IPC_Crimes,Juvenile_IPC,24
Karnataka,Kalaburagi,2023,Juvenile_IPC_Crimes,Juvenile_IPC,10
Karnataka,Kodagu,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Kolar,2023,Juvenile_IPC_Crimes,Juvenile_IPC,29
Karnataka,Koppal,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Mandya,2023,Juvenile_IPC_Crimes,Juvenile_IPC,28
Karnataka,Mysuru,2023,Juvenile_IPC_Crimes,Juvenile_IPC,17
Karnataka,Raichur,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Ramanagara,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Shivamogga,2023,Juvenile_IPC_Crimes,Juvenile_IPC,10
Karnataka,Tumakuru,2023,Juvenile_IPC_Crimes,Juvenile_IPC,25
Karnataka,Udupi,2023,Juvenile_IPC_Crimes,Juvenile_IPC,7
Karnataka,Uttara Kannada,2023,Juvenile_IPC_Crimes,Juvenile_IPC,10
Karnataka,Vijayanagara,2023,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Vijayapura,2023,Juvenile_IPC_Crimes,Juvenile_IPC,38
Karnataka,Yadgir,2023,Juvenile_IPC_Crimes,Juvenile_IPC,10
Karnataka,Bagalkot,2024,Juvenile_IPC_Crimes,Juvenile_IPC,34
Karnataka,Ballari,2024,Juvenile_IPC_Crimes,Juvenile_IPC,19
Karnataka,Belagavi,2024,Juvenile_IPC_Crimes,Juvenile_IPC,38
Karnataka,Bengaluru Rural,2024,Juvenile_IPC_Crimes,Juvenile_IPC,51
Karnataka,Bengaluru Urban,2024,Juvenile_IPC_Crimes,Juvenile_IPC,324
Karnataka,Bidar,2024,Juvenile_IPC_Crimes,Juvenile_IPC,24
Karnataka,Chamarajanagara,2024,Juvenile_IPC_Crimes,Juvenile_IPC,29
Karnataka,Chikkaballapura,2024,Juvenile_IPC_Crimes,Juvenile_IPC,33
Karnataka,Chikkamagaluru,2024,Juvenile_IPC_Crimes,Juvenile_IPC,1
Karnataka,Chitradurga,2024,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Dakshina Kannada,2024,Juvenile_IPC_Crimes,Juvenile_IPC,15
Karnataka,Davanagere,2024,Juvenile_IPC_Crimes,Juvenile_IPC,1
Karnataka,Dharwad,2024,Juvenile_IPC_Crimes,Juvenile_IPC,6
Karnataka,Gadag,2024,Juvenile_IPC_Crimes,Juvenile_IPC,21
Karnataka,Hassan,2024,Juvenile_IPC_Crimes,Juvenile_IPC,22
Karnataka,Haveri,2024,Juvenile_IPC_Crimes,Juvenile_IPC,18
Karnataka,Kalaburagi,2024,Juvenile_IPC_Crimes,Juvenile_IPC,13
Karnataka,Kodagu,2024,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Kolar,2024,Juvenile_IPC_Crimes,Juvenile_IPC,26
Karnataka,Koppal,2024,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Mandya,2024,Juvenile_IPC_Crimes,Juvenile_IPC,14
Karnataka,Mysuru,2024,Juvenile_IPC_Crimes,Juvenile_IPC,21
Karnataka,Raichur,2024,Juvenile_IPC_Crimes,Juvenile_IPC,43
Karnataka,Ramanagara,2024,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Shivamogga,2024,Juvenile_IPC_Crimes,Juvenile_IPC,15
Karnataka,Tumakuru,2024,Juvenile_IPC_Crimes,Juvenile_IPC,19
Karnataka,Udupi,2024,Juvenile_IPC_Crimes,Juvenile_IPC,8
Karnataka,Uttara Kannada,2024,Juvenile_IPC_Crimes,Juvenile_IPC,21
Karnataka,Vijayanagara,2024,Juvenile_IPC_Crimes,Juvenile_IPC,0
Karnataka,Vijayapura,2024,Juvenile_IPC_Crimes,Juvenile_IPC,42
Karnataka,Yadgir,2024,Juvenile_IPC_Crimes,Juvenile_IPC,24
Karnataka,Bagalkot,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ballari,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Belagavi,2021,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Bengaluru Rural,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bengaluru Urban,2021,Juvenile_SLL_Crimes,Juvenile_SLL,27
Karnataka,Bidar,2021,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Chamarajanagara,2021,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Chikkaballapura,2021,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Chikkamagaluru,2021,Juvenile_SLL_Crimes,Juvenile_SLL,9
Karnataka,Chitradurga,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dakshina Kannada,2021,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Davanagere,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dharwad,2021,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Gadag,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Hassan,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Haveri,2021,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Kalaburagi,2021,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Kodagu,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Kolar,2021,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Koppal,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Mandya,2021,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Mysuru,2021,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Raichur,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ramanagara,2021,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Shivamogga,2021,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Tumakuru,2021,Juvenile_SLL_Crimes,Juvenile_SLL,8
Karnataka,Udupi,2021,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Uttara Kannada,2021,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Vijayapura,2021,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Yadgir,2021,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Bagalkot,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ballari,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Belagavi,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bengaluru Rural,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bengaluru Urban,2022,Juvenile_SLL_Crimes,Juvenile_SLL,32
Karnataka,Bidar,2022,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Chamarajanagara,2022,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Chikkaballapura,2022,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Chikkamagaluru,2022,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Chitradurga,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dakshina Kannada,2022,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Davanagere,2022,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Dharwad,2022,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Gadag,2022,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Hassan,2022,Juvenile_SLL_Crimes,Juvenile_SLL,8
Karnataka,Haveri,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Kalaburagi,2022,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Kodagu,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Kolar,2022,Juvenile_SLL_Crimes,Juvenile_SLL,1
Karnataka,Koppal,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Mandya,2022,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Mysuru,2022,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Raichur,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ramanagara,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Shivamogga,2022,Juvenile_SLL_Crimes,Juvenile_SLL,9
Karnataka,Tumakuru,2022,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Udupi,2022,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Uttara Kannada,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Vijayanagara,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Vijayapura,2022,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Yadgir,2022,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bagalkot,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ballari,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Belagavi,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bengaluru Rural,2023,Juvenile_SLL_Crimes,Juvenile_SLL,16
Karnataka,Bengaluru Urban,2023,Juvenile_SLL_Crimes,Juvenile_SLL,55
Karnataka,Bidar,2023,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Chamarajanagara,2023,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Chikkaballapura,2023,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Chikkamagaluru,2023,Juvenile_SLL_Crimes,Juvenile_SLL,8
Karnataka,Chitradurga,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dakshina Kannada,2023,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Davanagere,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dharwad,2023,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Gadag,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Hassan,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Haveri,2023,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Kalaburagi,2023,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Kodagu,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Kolar,2023,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Koppal,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Mandya,2023,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Mysuru,2023,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Raichur,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Ramanagara,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Shivamogga,2023,Juvenile_SLL_Crimes,Juvenile_SLL,12
Karnataka,Tumakuru,2023,Juvenile_SLL_Crimes,Juvenile_SLL,9
Karnataka,Udupi,2023,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Uttara Kannada,2023,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Vijayanagara,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Vijayapura,2023,Juvenile_SLL_Crimes,Juvenile_SLL,9
Karnataka,Yadgir,2023,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Bagalkot,2024,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Ballari,2024,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Belagavi,2024,Juvenile_SLL_Crimes,Juvenile_SLL,14
Karnataka,Bengaluru Rural,2024,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Bengaluru Urban,2024,Juvenile_SLL_Crimes,Juvenile_SLL,62
Karnataka,Bidar,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Chamarajanagara,2024,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Chikkaballapura,2024,Juvenile_SLL_Crimes,Juvenile_SLL,7
Karnataka,Chikkamagaluru,2024,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Chitradurga,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dakshina Kannada,2024,Juvenile_SLL_Crimes,Juvenile_SLL,8
Karnataka,Davanagere,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Dharwad,2024,Juvenile_SLL_Crimes,Juvenile_SLL,9
Karnataka,Gadag,2024,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Hassan,2024,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Haveri,2024,Juvenile_SLL_Crimes,Juvenile_SLL,10
Karnataka,Kalaburagi,2024,Juvenile_SLL_Crimes,Juvenile_SLL,3
Karnataka,Kodagu,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Kolar,2024,Juvenile_SLL_Crimes,Juvenile_SLL,4
Karnataka,Koppal,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Mandya,2024,Juvenile_SLL_Crimes,Juvenile_SLL,16
Karnataka,Mysuru,2024,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Raichur,2024,Juvenile_SLL_Crimes,Juvenile_SLL,12
Karnataka,Ramanagara,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Shivamogga,2024,Juvenile_SLL_Crimes,Juvenile_SLL,17
Karnataka,Tumakuru,2024,Juvenile_SLL_Crimes,Juvenile_SLL,12
Karnataka,Udupi,2024,Juvenile_SLL_Crimes,Juvenile_SLL,2
Karnataka,Uttara Kannada,2024,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Vijayanagara,2024,Juvenile_SLL_Crimes,Juvenile_SLL,0
Karnataka,Vijayapura,2024,Juvenile_SLL_Crimes,Juvenile_SLL,6
Karnataka,Yadgir,2024,Juvenile_SLL_Crimes,Juvenile_SLL,5
Karnataka,Ballari,2021,Missing_Persons,Missing,166
Karnataka,Belagavi,2021,Missing_Persons,Missing,211
Karnataka,Bengaluru Rural,2021,Missing_Persons,Missing,346
Karnataka,Bengaluru Urban,2021,Missing_Persons,Missing,1625
Karnataka,Bidar,2021,Missing_Persons,Missing,62
Karnataka,Chamarajanagara,2021,Missing_Persons,Missing,69
Karnataka,Chikkaballapura,2021,Missing_Persons,Missing,110
Karnataka,Chikkamagaluru,2021,Missing_Persons,Missing,107
Karnataka,Chitradurga,2021,Missing_Persons,Missing,144
Karnataka,Dakshina Kannada,2021,Missing_Persons,Missing,179
Karnataka,Davanagere,2021,Missing_Persons,Missing,179
Karnataka,Dharwad,2021,Missing_Persons,Missing,151
Karnataka,Gadag,2021,Missing_Persons,Missing,60
Karnataka,Hassan,2021,Missing_Persons,Missing,142
Karnataka,Haveri,2021,Missing_Persons,Missing,88
Karnataka,Kalaburagi,2021,Missing_Persons,Missing,101
Karnataka,Kodagu,2021,Missing_Persons,Missing,57
Karnataka,Kolar,2021,Missing_Persons,Missing,111
Karnataka,Koppal,2021,Missing_Persons,Missing,46
Karnataka,Mandya,2021,Missing_Persons,Missing,196
Karnataka,Mysuru,2021,Missing_Persons,Missing,395
Karnataka,Raichur,2021,Missing_Persons,Missing,59
Karnataka,Ramanagara,2021,Missing_Persons,Missing,174
Karnataka,Shivamogga,2021,Missing_Persons,Missing,244
Karnataka,Tumakuru,2021,Missing_Persons,Missing,184
Karnataka,Udupi,2021,Missing_Persons,Missing,103
Karnataka,Uttara Kannada,2021,Missing_Persons,Missing,116
Karnataka,Vijayapura,2021,Missing_Persons,Missing,93
Karnataka,Yadgir,2021,Missing_Persons,Missing,33
Karnataka,Ballari,2022,Missing_Persons,Missing,121
Karnataka,Belagavi,2022,Missing_Persons,Missing,283
Karnataka,Bengaluru Rural,2022,Missing_Persons,Missing,363
Karnataka,Bengaluru Urban,2022,Missing_Persons,Missing,2009
Karnataka,Bidar,2022,Missing_Persons,Missing,71
Karnataka,Chamarajanagara,2022,Missing_Persons,Missing,101
Karnataka,Chikkaballapura,2022,Missing_Persons,Missing,133
Karnataka,Chikkamagaluru,2022,Missing_Persons,Missing,152
Karnataka,Chitradurga,2022,Missing_Persons,Missing,174
Karnataka,Dakshina Kannada,2022,Missing_Persons,Missing,188
Karnataka,Davanagere,2022,Missing_Persons,Missing,248
Karnataka,Dharwad,2022,Missing_Persons,Missing,212
Karnataka,Gadag,2022,Missing_Persons,Missing,69
Karnataka,Hassan,2022,Missing_Persons,Missing,127
Karnataka,Haveri,2022,Missing_Persons,Missing,107
Karnataka,Kalaburagi,2022,Missing_Persons,Missing,118
Karnataka,Kodagu,2022,Missing_Persons,Missing,60
Karnataka,Kolar,2022,Missing_Persons,Missing,217
Karnataka,Koppal,2022,Missing_Persons,Missing,76
Karnataka,Mandya,2022,Missing_Persons,Missing,256
Karnataka,Mysuru,2022,Missing_Persons,Missing,481
Karnataka,Raichur,2022,Missing_Persons,Missing,88
Karnataka,Ramanagara,2022,Missing_Persons,Missing,277
Karnataka,Shivamogga,2022,Missing_Persons,Missing,305
Karnataka,Tumakuru,2022,Missing_Persons,Missing,213
Karnataka,Udupi,2022,Missing_Persons,Missing,122
Karnataka,Uttara Kannada,2022,Missing_Persons,Missing,149
Karnataka,Vijayanagara,2022,Missing_Persons,Missing,88
Karnataka,Vijayapura,2022,Missing_Persons,Missing,139
Karnataka,Yadgir,2022,Missing_Persons,Missing,27
Karnataka,Ballari,2023,Missing_Persons,Missing,105
Karnataka,Belagavi,2023,Missing_Persons,Missing,351
Karnataka,Bengaluru Rural,2023,Missing_Persons,Missing,503
Karnataka,Bengaluru Urban,2023,Missing_Persons,Missing,2443
Karnataka,Bidar,2023,Missing_Persons,Missing,93
Karnataka,Chamarajanagara,2023,Missing_Persons,Missing,108
Karnataka,Chikkaballapura,2023,Missing_Persons,Missing,159
Karnataka,Chikkamagaluru,2023,Missing_Persons,Missing,153
Karnataka,Chitradurga,2023,Missing_Persons,Missing,233
Karnataka,Dakshina Kannada,2023,Missing_Persons,Missing,193
Karnataka,Davanagere,2023,Missing_Persons,Missing,305
Karnataka,Dharwad,2023,Missing_Persons,Missing,254
Karnataka,Gadag,2023,Missing_Persons,Missing,72
Karnataka,Hassan,2023,Missing_Persons,Missing,186
Karnataka,Haveri,2023,Missing_Persons,Missing,146
Karnataka,Kalaburagi,2023,Missing_Persons,Missing,130
Karnataka,Kodagu,2023,Missing_Persons,Missing,80
Karnataka,Kolar,2023,Missing_Persons,Missing,242
Karnataka,Koppal,2023,Missing_Persons,Missing,73
Karnataka,Mandya,2023,Missing_Persons,Missing,255
Karnataka,Mysuru,2023,Missing_Persons,Missing,456
Karnataka,Raichur,2023,Missing_Persons,Missing,88
Karnataka,Ramanagara,2023,Missing_Persons,Missing,260
Karnataka,Shivamogga,2023,Missing_Persons,Missing,328
Karnataka,Tumakuru,2023,Missing_Persons,Missing,298
Karnataka,Udupi,2023,Missing_Persons,Missing,136
Karnataka,Uttara Kannada,2023,Missing_Persons,Missing,142
Karnataka,Vijayanagara,2023,Missing_Persons,Missing,72
Karnataka,Vijayapura,2023,Missing_Persons,Missing,172
Karnataka,Yadgir,2023,Missing_Persons,Missing,33
Karnataka,Ballari,2024,Missing_Persons,Missing,107
Karnataka,Belagavi,2024,Missing_Persons,Missing,352
Karnataka,Bengaluru Rural,2024,Missing_Persons,Missing,557
Karnataka,Bengaluru Urban,2024,Missing_Persons,Missing,2704
Karnataka,Bidar,2024,Missing_Persons,Missing,114
Karnataka,Chamarajanagara,2024,Missing_Persons,Missing,157
Karnataka,Chikkaballapura,2024,Missing_Persons,Missing,143
Karnataka,Chikkamagaluru,2024,Missing_Persons,Missing,166
Karnataka,Chitradurga,2024,Missing_Persons,Missing,270
Karnataka,Dakshina Kannada,2024,Missing_Persons,Missing,196
Karnataka,Davanagere,2024,Missing_Persons,Missing,269
Karnataka,Dharwad,2024,Missing_Persons,Missing,274
Karnataka,Gadag,2024,Missing_Persons,Missing,76
Karnataka,Hassan,2024,Missing_Persons,Missing,225
Karnataka,Haveri,2024,Missing_Persons,Missing,185
Karnataka,Kalaburagi,2024,Missing_Persons,Missing,172
Karnataka,Kodagu,2024,Missing_Persons,Missing,117
Karnataka,Kolar,2024,Missing_Persons,Missing,227
Karnataka,Koppal,2024,Missing_Persons,Missing,79
Karnataka,Mandya,2024,Missing_Persons,Missing,258
Karnataka,Mysuru,2024,Missing_Persons,Missing,508
Karnataka,Raichur,2024,Missing_Persons,Missing,108
Karnataka,Ramanagara,2024,Missing_Persons,Missing,297
Karnataka,Shivamogga,2024,Missing_Persons,Missing,293
Karnataka,Tumakuru,2024,Missing_Persons,Missing,381
Karnataka,Udupi,2024,Missing_Persons,Missing,156
Karnataka,Uttara Kannada,2024,Missing_Persons,Missing,148
Karnataka,Vijayanagara,2024,Missing_Persons,Missing,81
Karnataka,Vijayapura,2024,Missing_Persons,Missing,149
Karnataka,Yadgir,2024,Missing_Persons,Missing,43
Karnataka,Bagalkot,2021,Crime_Against_SC,SC,61
Karnataka,Ballari,2021,Crime_Against_SC,SC,39
Karnataka,Belagavi,2021,Crime_Against_SC,SC,71
Karnataka,Bengaluru Rural,2021,Crime_Against_SC,SC,60
Karnataka,Bengaluru Urban,2021,Crime_Against_SC,SC,166
Karnataka,Bidar,2021,Crime_Against_SC,SC,19
Karnataka,Chamarajanagara,2021,Crime_Against_SC,SC,16
Karnataka,Chikkaballapura,2021,Crime_Against_SC,SC,55
Karnataka,Chikkamagaluru,2021,Crime_Against_SC,SC,83
Karnataka,Chitradurga,2021,Crime_Against_SC,SC,35
Karnataka,Dakshina Kannada,2021,Crime_Against_SC,SC,55
Karnataka,Davanagere,2021,Crime_Against_SC,SC,35
Karnataka,Dharwad,2021,Crime_Against_SC,SC,43
Karnataka,Gadag,2021,Crime_Against_SC,SC,19
Karnataka,Hassan,2021,Crime_Against_SC,SC,118
Karnataka,Haveri,2021,Crime_Against_SC,SC,33
Karnataka,Kalaburagi,2021,Crime_Against_SC,SC,109
Karnataka,Kodagu,2021,Crime_Against_SC,SC,24
Karnataka,Kolar,2021,Crime_Against_SC,SC,68
Karnataka,Koppal,2021,Crime_Against_SC,SC,30
Karnataka,Mandya,2021,Crime_Against_SC,SC,52
Karnataka,Mysuru,2021,Crime_Against_SC,SC,49
Karnataka,Raichur,2021,Crime_Against_SC,SC,50
Karnataka,Ramanagara,2021,Crime_Against_SC,SC,48
Karnataka,Shivamogga,2021,Crime_Against_SC,SC,85
Karnataka,Tumakuru,2021,Crime_Against_SC,SC,70
Karnataka,Udupi,2021,Crime_Against_SC,SC,31
Karnataka,Uttara Kannada,2021,Crime_Against_SC,SC,29
Karnataka,Vijayapura,2021,Crime_Against_SC,SC,74
Karnataka,Yadgir,2021,Crime_Against_SC,SC,44
Karnataka,Bagalkot,2022,Crime_Against_SC,SC,58
Karnataka,Ballari,2022,Crime_Against_SC,SC,20
Karnataka,Belagavi,2022,Crime_Against_SC,SC,95
